img_name,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
im00001.jpg,0,-26.10911452,26.03094352,86.41022512,50.60790641,75.70079791,71.72971103,87.56715594,49.16955998,89.00550237,23.13861646,94.79015649,131.3116484,13.80499887,111.6438244,34.62975369,93.71139667,49.09138898,102.3883778,68.46216316,110.7839434,88.42703696,139.1287486,89.58396778,96.88513933,56.61143933,116.5685975,53.42206246
im00002.jpg,75.71063741,49.4939424,83.65509044,63.1054386,86.64750109,67.02470209,106.0849295,54.36654026,86.01194484,38.68948627,69.35507498,34.77022278,74.25415435,154.3077594,81.7219402,141.5966346,74.3865619,117.4719789,89.93120834,89.63991173,122.7417994,100.4443679,123.7216152,136.1944065,84.44953575,106.1908555,54.65783687,98.4847361
im00003.jpg,149.3138939,195.5057492,120.9340271,178.1624973,156.4301668,155.3222441,151.700189,139.5556514,121.7436629,151.3592897,128.0503,178.1624973,-53.26551581,0,-53.26551581,0,-53.26551581,0,111.4740715,145.8622885,120.9340271,166.3162466,119.3573678,177.3954738,106.7440937,152.1689256,87.82418246,145.0526526
im00004.jpg,67.97647059,183.6941176,63.62352941,133.2,34.02352941,107.5058824,61.88235294,110.9882353,76.25882353,128.4,80.16470588,173.2470588,10.96470588,124.0705882,24.44705882,91.41176471,55.36470588,74.42352941,88.87058824,80.09411765,104.1176471,114.4705882,124.1411765,143.6470588,67.97647059,84.02352941,84.11764706,72.8
im00005.jpg,145.8298568,95.5022898,111.8778539,83.38437237,0,-27.29260682,146.2228703,67.62016267,114.716285,89.0394005,147.0307315,90.65512282,0,-27.29260682,0,-27.29260682,0,-27.29260682,102.9913811,63.60269094,107.4455345,91.85599752,112.6857151,118.1224023,95.72063065,64.38871802,76.74681039,60.37124629
im00006.jpg,219.140625,201.640625,189.8828125,171.71875,215.234375,163.28125,243.8671875,142.4609375,244.53125,176.2890625,295.234375,193.203125,167.109375,150.2734375,189.8828125,161.328125,203.5546875,142.4609375,210.0390625,122.3046875,213.3203125,111.25,177.5390625,115.15625,208.0859375,132.0703125,193.7890625,119.0625
im00007.jpg,45.49275611,114.6187617,60.28227374,86.88841611,74.59712781,105.8499767,93.55868842,116.4674514,100.4787837,97.98055434,75.99613623,127.5595896,52.41285135,61.48142382,68.60137741,71.17455362,75.99613623,69.7755452,98.18041268,66.07816579,115.7429649,68.40151907,128.6837928,64.22947608,81.99188662,67.92685549,74.59712781,37.44845766
im00008.jpg,93.10460434,54.17197409,118.466432,83.01919917,94.47651607,89.84167914,65.66636969,88.5068461,95.14393259,75.45514529,76.64166355,51.42815062,117.7990155,111.1248503,106.1192265,104.2652917,115.0551921,126.9203746,105.4518099,144.7181484,100.6315795,107.7136104,117.0945203,109.7529386,119.8383438,139.2305015,132.1855494,146.7945554
im00009.jpg,207.4642857,54,240.5,71.82142857,263.6428571,84.39285714,280.8214286,71.17857143,258.3571429,43.42857143,225.9642857,20.96428571,278.1785714,162.3571429,274.8571429,142.5357143,272.2142857,122.0357143,279.5,103.5357143,298.6428571,102.25,303.2857143,119.3928571,266.2857143,111.4642857,243.8214286,112.1428571
im00010.jpg,40.09708738,92.65372168,80.80906149,96.82847896,114.9514563,90.87378641,135.8899676,87.86407767,165.2427184,72.33009709,189.7734628,49.54692557,49.6763754,83.68932039,76.01941748,75.88996764,98.77022654,63.30097087,127.5080906,54.33656958,153.2686084,53.13915858,178.4142395,48.34951456,113.7540453,56.11650485,106.5695793,33.39805825
im00011.jpg,170.631068,85.19417476,149.5145631,89.68446602,0,-40.53398058,108.6650485,65.89805825,71.84466019,46.5776699,31.43203883,28.17961165,99.68446602,95.50970874,0,-40.53398058,0,-40.53398058,137.4029126,73.08252427,138.3009709,89.24757282,131.1165049,104.0533981,0,-40.53398058,116.7475728,76.67475728
im00012.jpg,57.46136865,198.8741722,58.2781457,156.8211921,51.74392936,106.9977925,66.86534216,107.8145695,102.803532,103.7306843,74.61368653,130.6843267,90.55187638,64.92273731,86.86534216,89.42604857,74.61368653,71.05960265,51.74392936,64.52538631,66.86534216,63.70860927,86.46799117,59.62472406,59.91169978,57.17439294,64.81236203,40.02207506
im00013.jpg,50.92198582,189.8108747,67.75413712,159.6926714,-29.55082742,0,-29.55082742,0,100.3309693,145.2009456,89.10165485,186.6666667,81.08747045,106.713948,70.14184397,86.21749409,74.08983452,53.92434988,-29.55082742,0,-29.55082742,0,-29.55082742,0,87.16312057,54.1607565,102.0803783,31.04018913
im00014.jpg,39.03004231,98.93440826,60.13250064,92.75576055,86.52007917,73.4023348,105.5122917,88.19306686,83.34520481,99.08649805,52.39493258,103.668203,50.28468675,87.12843833,74.90422147,61.4632863,96.71009509,37.54716686,127.3181653,44.92352166,119.9227993,75.17037861,107.6225375,104.352607,116.4057229,41.04523202,133.3067008,21.34960424
im00015.jpg,0,-59.13858477,0,-59.13858477,0,-59.13858477,118.3087944,127.6697683,118.3087944,81.4973973,113.2488086,40.38501217,0,-59.13858477,0,-59.13858477,0,-59.13858477,142.818101,97.37310294,141.363355,125.4876494,133.4571271,154.3295688,149.3012079,86.55738316,155.8159397,69.22693158
im00016.jpg,154.7800554,212.732145,158.2830726,173.9704977,118.8360524,145.7940546,-63.58737823,0,-63.58737823,0,-63.58737823,0,108.9742973,142.9764103,118.1506794,121.1587051,139.2830117,110.6115771,-63.58737823,0,140.6918339,142.2910374,146.3271225,157.7880811,150.5535889,109.8881279,169.5536499,98.61755067
im00017.jpg,125.3974728,124.1718052,-48.44305443,0,-48.44305443,0,169.6674208,132.2845577,136.7203072,104.7362183,102.7226214,111.2147473,106.4871721,141.4478824,-48.44305443,0,142.1482639,98.78297545,158.8698725,95.01842484,156.1850767,115.0084804,140.5140404,134.9693535,147.5470381,92.85891518,142.6735501,68.54984028
im00018.jpg,213.3629226,185.5109588,221.6903785,174.0325738,214.4319879,129.2443653,249.8236752,132.3952946,258.1511311,161.54139,244.590882,192.7693494,192.544283,125.0806374,200.8717389,108.4257257,224.8413077,89.74521667,267.4913856,102.2364004,274.8060428,126.1497027,278.9697707,144.8864783,251.9055392,99.08547119,261.2457937,79.27963027
